"radios","LINK","comuna","fraccion","radio","CO_FRAC_RA","Hasta   0.50 personas por cuarto","0.51  -  0.99  personas por cuarto","1.00  -  1.49  personas por cuarto","1.50  -  1.99  personas por cuarto","2.00  -  3.00  personas por cuarto","Más de  3.00 personas por cuarto"
"AREA#020020502","020020502",2,5,2,"2_5_2",52,27,16,1,4,0
"AREA#020020503","020020503",2,5,3,"2_5_3",70,20,7,0,2,0
"AREA#020020504","020020504",2,5,4,"2_5_4",55,23,15,2,5,0
"AREA#020020505","020020505",2,5,5,"2_5_5",52,21,18,3,5,0
"AREA#020020506","020020506",2,5,6,"2_5_6",48,23,20,4,5,0
"AREA#020020507","020020507",2,5,7,"2_5_7",48,20,24,2,6,0
"AREA#020020508","020020508",2,5,8,"2_5_8",45,16,30,4,4,1
"AREA#020020509","020020509",2,5,9,"2_5_9",50,18,25,3,4,0
"AREA#020020601","020020601",2,6,1,"2_6_1",53,21,21,2,3,0
"AREA#020020602","020020602",2,6,2,"2_6_2",55,23,18,2,3,0
"AREA#020020603","020020603",2,6,3,"2_6_3",50,29,15,2,4,0
"AREA#020020604","020020604",2,6,4,"2_6_4",50,22,22,2,4,0
"AREA#020020605","020020605",2,6,5,"2_6_5",36,28,28,3,5,0
"AREA#020020606","020020606",2,6,6,"2_6_6",45,21,26,2,4,1
"AREA#020020607","020020607",2,6,7,"2_6_7",48,20,25,1,6,0
"AREA#020020608","020020608",2,6,8,"2_6_8",41,21,28,3,6,0
"AREA#020020609","020020609",2,6,9,"2_6_9",51,16,24,3,5,0
"AREA#020020610","020020610",2,6,10,"2_6_10",42,14,34,4,5,0
"AREA#020020701","020020701",2,7,1,"2_7_1",56,24,16,2,2,0
"AREA#020020702","020020702",2,7,2,"2_7_2",44,19,27,3,6,1
"AREA#020020703","020020703",2,7,3,"2_7_3",52,22,19,2,5,1
"AREA#020020704","020020704",2,7,4,"2_7_4",47,24,22,2,4,0
"AREA#020020705","020020705",2,7,5,"2_7_5",55,18,21,2,4,0
"AREA#020020706","020020706",2,7,6,"2_7_6",46,23,27,1,3,0
"AREA#020020707","020020707",2,7,7,"2_7_7",43,18,28,5,6,0
"AREA#020020708","020020708",2,7,8,"2_7_8",41,12,30,9,8,1
"AREA#020020709","020020709",2,7,9,"2_7_9",49,17,28,2,4,0
"AREA#020020801","020020801",2,8,1,"2_8_1",47,14,30,3,5,1
"AREA#020020802","020020802",2,8,2,"2_8_2",47,20,25,3,5,0
"AREA#020020803","020020803",2,8,3,"2_8_3",47,17,28,3,6,0
"AREA#020020804","020020804",2,8,4,"2_8_4",48,18,27,3,4,0
"AREA#020020805","020020805",2,8,5,"2_8_5",42,18,31,2,6,0
"AREA#020020806","020020806",2,8,6,"2_8_6",44,19,28,3,6,0
"AREA#020020807","020020807",2,8,7,"2_8_7",47,22,26,2,4,0
"AREA#020020808","020020808",2,8,8,"2_8_8",54,24,18,2,2,0
"AREA#020020901","020020901",2,9,1,"2_9_1",48,19,26,2,4,1
"AREA#020020902","020020902",2,9,2,"2_9_2",39,21,33,4,2,0
"AREA#020020903","020020903",2,9,3,"2_9_3",49,13,31,2,4,0
"AREA#020020904","020020904",2,9,4,"2_9_4",48,20,23,4,4,0
"AREA#020020905","020020905",2,9,5,"2_9_5",47,21,24,4,4,1
"AREA#020020906","020020906",2,9,6,"2_9_6",49,17,27,2,5,0
"AREA#020020907","020020907",2,9,7,"2_9_7",51,15,27,3,4,0
"AREA#020020908","020020908",2,9,8,"2_9_8",43,19,31,3,4,0
"AREA#020020909","020020909",2,9,9,"2_9_9",40,17,31,3,7,1
"AREA#020021001","020021001",2,10,1,"2_10_1",35,15,39,4,6,1
"AREA#020021002","020021002",2,10,2,"2_10_2",41,9,42,2,5,0
"AREA#020021003","020021003",2,10,3,"2_10_3",30,23,35,4,7,0
"AREA#020021004","020021004",2,10,4,"2_10_4",42,24,28,3,3,0
"AREA#020021005","020021005",2,10,5,"2_10_5",27,15,44,2,10,1
"AREA#020021006","020021006",2,10,6,"2_10_6",39,17,36,2,4,1
"AREA#020021007","020021007",2,10,7,"2_10_7",48,19,27,3,4,0
"AREA#020021008","020021008",2,10,8,"2_10_8",42,18,33,2,4,1
"AREA#020021009","020021009",2,10,9,"2_10_9",45,19,27,3,5,1
"AREA#020021101","020021101",2,11,1,"2_11_1",45,16,30,3,5,0
"AREA#020021102","020021102",2,11,2,"2_11_2",41,20,31,3,5,0
"AREA#020021103","020021103",2,11,3,"2_11_3",47,17,30,3,2,0
"AREA#020021104","020021104",2,11,4,"2_11_4",44,19,28,3,4,1
"AREA#020021105","020021105",2,11,5,"2_11_5",44,15,34,2,5,0
"AREA#020021106","020021106",2,11,6,"2_11_6",37,10,37,4,11,0
"AREA#020021201","020021201",2,12,1,"2_12_1",55,22,20,1,2,0
"AREA#020021202","020021202",2,12,2,"2_12_2",48,22,24,3,2,1
"AREA#020021203","020021203",2,12,3,"2_12_3",48,19,26,4,4,0
"AREA#020021204","020021204",2,12,4,"2_12_4",47,16,29,3,4,0
"AREA#020021205","020021205",2,12,5,"2_12_5",40,19,29,4,7,0
"AREA#020021206","020021206",2,12,6,"2_12_6",43,17,33,3,4,0
"AREA#020021301","020021301",2,13,1,"2_13_1",38,19,35,4,5,0
"AREA#020021302","020021302",2,13,2,"2_13_2",41,18,31,2,7,1
"AREA#020021303","020021303",2,13,3,"2_13_3",48,14,31,4,3,0
"AREA#020021304","020021304",2,13,4,"2_13_4",45,16,31,4,4,0
"AREA#020021305","020021305",2,13,5,"2_13_5",42,16,32,4,6,0
"AREA#020021306","020021306",2,13,6,"2_13_6",37,14,36,3,9,1
"AREA#020021307","020021307",2,13,7,"2_13_7",47,13,27,4,9,0
"AREA#020021401","020021401",2,14,1,"2_14_1",46,19,28,3,5,0
"AREA#020021402","020021402",2,14,2,"2_14_2",40,15,37,4,5,0
"AREA#020021403","020021403",2,14,3,"2_14_3",41,17,32,2,8,1
"AREA#020021404","020021404",2,14,4,"2_14_4",45,17,31,3,4,0
"AREA#020021405","020021405",2,14,5,"2_14_5",45,27,23,2,3,0
"AREA#020021406","020021406",2,14,6,"2_14_6",43,24,27,2,4,0
"AREA#020021407","020021407",2,14,7,"2_14_7",53,19,25,1,2,0
"AREA#020021408","020021408",2,14,8,"2_14_8",43,14,36,2,5,1
"AREA#020021409","020021409",2,14,9,"2_14_9",41,22,28,4,4,1
"AREA#020021410","020021410",2,14,10,"2_14_10",43,15,31,2,7,1
"AREA#020021501","020021501",2,15,1,"2_15_1",50,22,21,3,3,0
"AREA#020021502","020021502",2,15,2,"2_15_2",37,20,34,2,8,0
"AREA#020021503","020021503",2,15,3,"2_15_3",40,20,31,2,7,0
"AREA#020021504","020021504",2,15,4,"2_15_4",48,15,28,2,6,0
"AREA#020021505","020021505",2,15,5,"2_15_5",38,19,31,4,6,2
"AREA#020021506","020021506",2,15,6,"2_15_6",46,21,27,2,3,0
"AREA#020021507","020021507",2,15,7,"2_15_7",42,19,30,3,6,0
"AREA#020021508","020021508",2,15,8,"2_15_8",47,25,21,1,4,1
"AREA#020021601","020021601",2,16,1,"2_16_1",43,17,29,2,8,1
"AREA#020021602","020021602",2,16,2,"2_16_2",51,21,20,2,6,0
"AREA#020021603","020021603",2,16,3,"2_16_3",39,17,35,3,7,0
"AREA#020021604","020021604",2,16,4,"2_16_4",43,17,33,2,5,1
"AREA#020021605","020021605",2,16,5,"2_16_5",43,19,33,1,3,1
"AREA#020021606","020021606",2,16,6,"2_16_6",48,20,24,4,4,0
"AREA#020021607","020021607",2,16,7,"2_16_7",49,22,24,4,2,0
"AREA#020021608","020021608",2,16,8,"2_16_8",48,19,24,2,6,1
"AREA#020021701","020021701",2,17,1,"2_17_1",45,18,29,4,5,0
"AREA#020021702","020021702",2,17,2,"2_17_2",45,16,28,3,7,0
"AREA#020021703","020021703",2,17,3,"2_17_3",50,20,24,2,4,0
"AREA#020021704","020021704",2,17,4,"2_17_4",40,13,36,2,9,1
"AREA#020021705","020021705",2,17,5,"2_17_5",36,13,43,1,7,0
"AREA#020021706","020021706",2,17,6,"2_17_6",39,17,35,2,8,1
"AREA#020021707","020021707",2,17,7,"2_17_7",45,12,31,4,8,0
"AREA#020021708","020021708",2,17,8,"2_17_8",35,12,39,4,8,1
"AREA#020021709","020021709",2,17,9,"2_17_9",43,18,28,4,7,1
"AREA#020021801","020021801",2,18,1,"2_18_1",45,16,26,4,9,0
"AREA#020021802","020021802",2,18,2,"2_18_2",41,21,32,1,5,1
"AREA#020021803","020021803",2,18,3,"2_18_3",45,14,34,2,4,1
"AREA#020021804","020021804",2,18,4,"2_18_4",39,15,36,3,6,2
"AREA#020021805","020021805",2,18,5,"2_18_5",48,22,23,4,4,0
"AREA#020021806","020021806",2,18,6,"2_18_6",44,19,28,5,5,0
"AREA#020021807","020021807",2,18,7,"2_18_7",48,18,29,3,1,0
"AREA#020021808","020021808",2,18,8,"2_18_8",30,14,44,4,8,0
"AREA#020021901","020021901",2,19,1,"2_19_1",30,19,38,5,8,0
"AREA#020021902","020021902",2,19,2,"2_19_2",43,22,27,4,4,0
"AREA#020021903","020021903",2,19,3,"2_19_3",43,24,25,4,3,2
"AREA#020021904","020021904",2,19,4,"2_19_4",47,16,25,4,8,1
"AREA#020021905","020021905",2,19,5,"2_19_5",44,15,34,3,3,1
"AREA#020021906","020021906",2,19,6,"2_19_6",33,10,43,4,9,0
"AREA#020021907","020021907",2,19,7,"2_19_7",37,15,38,4,5,1
"AREA#020021908","020021908",2,19,8,"2_19_8",38,18,32,3,7,1
"AREA#020022001","020022001",2,20,1,"2_20_1",45,19,31,2,3,0
"AREA#020022002","020022002",2,20,2,"2_20_2",33,12,41,2,11,1
"AREA#020022003","020022003",2,20,3,"2_20_3",43,14,32,3,8,0
"AREA#020022004","020022004",2,20,4,"2_20_4",31,16,39,5,9,1
"AREA#020022005","020022005",2,20,5,"2_20_5",44,19,27,6,4,0
"AREA#020022006","020022006",2,20,6,"2_20_6",43,17,30,3,7,1
"AREA#020022007","020022007",2,20,7,"2_20_7",38,15,31,6,9,1
"AREA#020022008","020022008",2,20,8,"2_20_8",35,12,40,5,9,0
"AREA#020022101","020022101",2,21,1,"2_21_1",47,21,26,3,3,0
"AREA#020022102","020022102",2,21,2,"2_21_2",50,21,23,3,2,0
"AREA#020022103","020022103",2,21,3,"2_21_3",41,23,25,2,8,1
"AREA#020022104","020022104",2,21,4,"2_21_4",38,17,33,3,9,1
"AREA#020022105","020022105",2,21,5,"2_21_5",40,15,35,5,6,0
"AREA#020022106","020022106",2,21,6,"2_21_6",39,16,34,4,6,1
"AREA#020022201","020022201",2,22,1,"2_22_1",45,15,33,2,4,1
"AREA#020022202","020022202",2,22,2,"2_22_2",57,17,21,2,3,0
"AREA#020022203","020022203",2,22,3,"2_22_3",45,20,26,2,7,0
"AREA#020022204","020022204",2,22,4,"2_22_4",42,17,33,2,5,0
"AREA#020022205","020022205",2,22,5,"2_22_5",44,20,29,4,3,0
"AREA#020022206","020022206",2,22,6,"2_22_6",43,15,33,4,6,0
"AREA#020022301","020022301",2,23,1,"2_23_1",53,22,20,2,2,0
"AREA#020022302","020022302",2,23,2,"2_23_2",44,22,27,2,5,0
"AREA#020022303","020022303",2,23,3,"2_23_3",45,22,27,2,2,1
"AREA#020022304","020022304",2,23,4,"2_23_4",42,19,26,4,8,1
"AREA#020022305","020022305",2,23,5,"2_23_5",43,20,29,4,3,0
"AREA#020022306","020022306",2,23,6,"2_23_6",51,26,17,4,2,0
"AREA#020022307","020022307",2,23,7,"2_23_7",46,20,31,1,1,0
"AREA#020022308","020022308",2,23,8,"2_23_8",44,28,20,2,5,1
"AREA#020022309","020022309",2,23,9,"2_23_9",49,18,27,3,3,0
"AREA#020022401","020022401",2,24,1,"2_24_1",48,25,23,2,2,0
"AREA#020022402","020022402",2,24,2,"2_24_2",46,20,26,2,5,0
"AREA#020022403","020022403",2,24,3,"2_24_3",44,28,22,3,3,0
"AREA#020022404","020022404",2,24,4,"2_24_4",47,17,27,5,4,0
"AREA#020022405","020022405",2,24,5,"2_24_5",43,14,33,3,8,0
"AREA#020022406","020022406",2,24,6,"2_24_6",47,25,23,3,3,1
"AREA#020022501","020022501",2,25,1,"2_25_1",46,15,29,3,6,1
"AREA#020022502","020022502",2,25,2,"2_25_2",46,16,30,3,5,0
"AREA#020022503","020022503",2,25,3,"2_25_3",42,14,33,4,6,0
"AREA#020022504","020022504",2,25,4,"2_25_4",43,8,40,3,6,1
"AREA#020022505","020022505",2,25,5,"2_25_5",46,19,27,3,5,0
"AREA#020022506","020022506",2,25,6,"2_25_6",26,4,46,3,19,2
"AREA#020022507","020022507",2,25,7,"2_25_7",34,14,39,5,8,1
"AREA#020022508","020022508",2,25,8,"2_25_8",33,19,36,4,8,0
"AREA#020022509","020022509",2,25,9,"2_25_9",40,14,35,6,5,0
"AREA#020022510","020022510",2,25,10,"2_25_10",33,12,38,8,8,0
"AREA#020022511","020022511",2,25,11,"2_25_11",30,10,42,5,12,1
"AREA#020030101","020030101",3,1,1,"3_1_1",32,13,35,6,11,2
"AREA#020030102","020030102",3,1,2,"3_1_2",30,15,39,5,10,2
"AREA#020030103","020030103",3,1,3,"3_1_3",28,12,40,5,13,2
"AREA#020030104","020030104",3,1,4,"3_1_4",33,8,40,6,10,2
"AREA#020030105","020030105",3,1,5,"3_1_5",26,14,34,8,14,3
"AREA#020030106","020030106",3,1,6,"3_1_6",23,8,34,6,21,8
"AREA#020030107","020030107",3,1,7,"3_1_7",14,5,38,6,28,9
"AREA#020030108","020030108",3,1,8,"3_1_8",4,1,35,3,39,18
"AREA#020030109","020030109",3,1,9,"3_1_9",41,12,35,6,6,0
"AREA#020030110","020030110",3,1,10,"3_1_10",26,13,32,2,22,5
"AREA#020030111","020030111",3,1,11,"3_1_11",41,13,30,4,10,2
"AREA#020030201","020030201",3,2,1,"3_2_1",28,21,34,8,7,2
"AREA#020030202","020030202",3,2,2,"3_2_2",35,13,35,4,11,2
"AREA#020030203","020030203",3,2,3,"3_2_3",32,13,37,4,13,1
"AREA#020030204","020030204",3,2,4,"3_2_4",43,14,28,7,6,1
"AREA#020030205","020030205",3,2,5,"3_2_5",34,14,29,8,12,3
"AREA#020030206","020030206",3,2,6,"3_2_6",24,8,35,9,19,4
"AREA#020030207","020030207",3,2,7,"3_2_7",27,14,38,6,15,1
"AREA#020030208","020030208",3,2,8,"3_2_8",40,13,27,9,11,1
"AREA#020030209","020030209",3,2,9,"3_2_9",30,12,36,10,11,1
"AREA#020030210","020030210",3,2,10,"3_2_10",25,11,39,6,16,3
"AREA#020030211","020030211",3,2,11,"3_2_11",34,15,34,7,9,1
"AREA#020030212","020030212",3,2,12,"3_2_12",35,16,30,6,12,2
"AREA#020030301","020030301",3,3,1,"3_3_1",38,24,27,6,4,0
"AREA#020030302","020030302",3,3,2,"3_3_2",32,16,36,4,12,1
"AREA#020030303","020030303",3,3,3,"3_3_3",30,20,33,5,10,0
"AREA#020030304","020030304",3,3,4,"3_3_4",32,24,30,3,8,1
"AREA#020030305","020030305",3,3,5,"3_3_5",33,18,35,4,9,0
"AREA#020030306","020030306",3,3,6,"3_3_6",36,18,31,7,8,0
"AREA#020030307","020030307",3,3,7,"3_3_7",36,20,28,7,6,2
"AREA#020030308","020030308",3,3,8,"3_3_8",40,21,27,8,4,0
"AREA#020030309","020030309",3,3,9,"3_3_9",62,9,18,6,6,0
"AREA#020030310","020030310",3,3,10,"3_3_10",34,15,29,4,11,7
"AREA#020030311","020030311",3,3,11,"3_3_11",28,12,29,12,20,0
"AREA#020030401","020030401",3,4,1,"3_4_1",40,18,27,7,8,0
"AREA#020030402","020030402",3,4,2,"3_4_2",37,14,33,7,8,1
"AREA#020030403","020030403",3,4,3,"3_4_3",42,22,30,2,3,1
"AREA#020030404","020030404",3,4,4,"3_4_4",23,15,36,6,17,3
"AREA#020030405","020030405",3,4,5,"3_4_5",26,11,35,5,20,3
"AREA#020030406","020030406",3,4,6,"3_4_6",38,13,34,6,7,2
"AREA#020030407","020030407",3,4,7,"3_4_7",32,18,34,7,9,0
"AREA#020030408","020030408",3,4,8,"3_4_8",29,19,33,7,10,2
"AREA#020030501","020030501",3,5,1,"3_5_1",22,10,38,6,23,2
"AREA#020030502","020030502",3,5,2,"3_5_2",30,14,38,7,11,0
"AREA#020030503","020030503",3,5,3,"3_5_3",31,14,39,5,9,1
"AREA#020030504","020030504",3,5,4,"3_5_4",38,15,29,4,11,2
"AREA#020030505","020030505",3,5,5,"3_5_5",38,17,33,4,8,0
"AREA#020030506","020030506",3,5,6,"3_5_6",30,15,41,2,11,0
"AREA#020030507","020030507",3,5,7,"3_5_7",45,19,28,2,5,1
"AREA#020030601","020030601",3,6,1,"3_6_1",30,14,36,6,13,1
"AREA#020030602","020030602",3,6,2,"3_6_2",39,15,33,2,7,3
"AREA#020030603","020030603",3,6,3,"3_6_3",34,15,38,2,10,1
"AREA#020030604","020030604",3,6,4,"3_6_4",49,14,27,4,6,0
"AREA#020030605","020030605",3,6,5,"3_6_5",25,9,39,3,18,5
"AREA#020030606","020030606",3,6,6,"3_6_6",39,16,31,5,9,0
"AREA#020030607","020030607",3,6,7,"3_6_7",34,21,32,8,5,0
"AREA#020030701","020030701",3,7,1,"3_7_1",29,17,38,7,10,0
"AREA#020030702","020030702",3,7,2,"3_7_2",33,17,35,6,10,0
"AREA#020030703","020030703",3,7,3,"3_7_3",39,18,31,5,7,2
"AREA#020030704","020030704",3,7,4,"3_7_4",36,15,35,2,10,1
"AREA#020030705","020030705",3,7,5,"3_7_5",32,8,39,6,13,2
"AREA#020030706","020030706",3,7,6,"3_7_6",24,12,44,3,16,1
"AREA#020030707","020030707",3,7,7,"3_7_7",38,9,39,4,9,1
"AREA#020030708","020030708",3,7,8,"3_7_8",40,18,32,3,6,1
"AREA#020030709","020030709",3,7,9,"3_7_9",37,12,35,6,9,2
"AREA#020030801","020030801",3,8,1,"3_8_1",38,12,37,4,8,1
"AREA#020030802","020030802",3,8,2,"3_8_2",43,18,26,5,7,1
"AREA#020030803","020030803",3,8,3,"3_8_3",38,18,31,7,6,1
"AREA#020030804","020030804",3,8,4,"3_8_4",36,20,26,8,8,1
"AREA#020030805","020030805",3,8,5,"3_8_5",29,10,39,5,15,2
"AREA#020030806","020030806",3,8,6,"3_8_6",40,19,28,3,7,2
"AREA#020030807","020030807",3,8,7,"3_8_7",33,13,36,6,12,1
"AREA#020030808","020030808",3,8,8,"3_8_8",25,20,36,4,15,1
"AREA#020030809","020030809",3,8,9,"3_8_9",31,12,37,9,11,1
"AREA#020030810","020030810",3,8,10,"3_8_10",36,9,36,9,10,0
"AREA#020030901","020030901",3,9,1,"3_9_1",33,13,30,8,15,2
"AREA#020030902","020030902",3,9,2,"3_9_2",38,18,29,7,8,0
"AREA#020030903","020030903",3,9,3,"3_9_3",34,16,35,7,8,1
"AREA#020030904","020030904",3,9,4,"3_9_4",26,14,32,10,14,3
"AREA#020030905","020030905",3,9,5,"3_9_5",29,14,31,10,13,2
"AREA#020030906","020030906",3,9,6,"3_9_6",27,10,35,10,17,1
"AREA#020030907","020030907",3,9,7,"3_9_7",23,10,32,5,26,4
"AREA#020030908","020030908",3,9,8,"3_9_8",31,12,33,3,17,3
"AREA#020030909","020030909",3,9,9,"3_9_9",37,15,34,6,7,1
"AREA#020030910","020030910",3,9,10,"3_9_10",33,16,33,4,11,3
"AREA#020031001","020031001",3,10,1,"3_10_1",29,9,39,7,15,1
"AREA#020031002","020031002",3,10,2,"3_10_2",30,13,32,7,15,3
"AREA#020031003","020031003",3,10,3,"3_10_3",37,16,30,7,9,2
"AREA#020031004","020031004",3,10,4,"3_10_4",34,14,37,4,9,2
"AREA#020031005","020031005",3,10,5,"3_10_5",30,17,36,5,10,2
"AREA#020031006","020031006",3,10,6,"3_10_6",29,11,27,4,21,7
"AREA#020031007","020031007",3,10,7,"3_10_7",34,14,33,5,13,1
"AREA#020031008","020031008",3,10,8,"3_10_8",29,15,33,6,14,3
"AREA#020031101","020031101",3,11,1,"3_11_1",40,17,32,5,6,0
"AREA#020031102","020031102",3,11,2,"3_11_2",28,11,38,5,16,2
"AREA#020031103","020031103",3,11,3,"3_11_3",24,10,36,6,21,3
"AREA#020031104","020031104",3,11,4,"3_11_4",45,18,26,4,6,1
"AREA#020031105","020031105",3,11,5,"3_11_5",33,18,30,3,13,4
"AREA#020031106","020031106",3,11,6,"3_11_6",30,14,38,3,14,1
"AREA#020031107","020031107",3,11,7,"3_11_7",42,12,30,5,11,1
"AREA#020031108","020031108",3,11,8,"3_11_8",38,17,35,5,6,0
"AREA#020031201","020031201",3,12,1,"3_12_1",47,13,28,5,7,0
"AREA#020031202","020031202",3,12,2,"3_12_2",31,11,39,5,12,0
"AREA#020031203","020031203",3,12,3,"3_12_3",37,15,39,2,7,1
"AREA#020031204","020031204",3,12,4,"3_12_4",21,13,50,3,12,0
"AREA#020031205","020031205",3,12,5,"3_12_5",41,10,36,6,7,0
"AREA#020031206","020031206",3,12,6,"3_12_6",24,24,29,2,15,6
"AREA#020031207","020031207",3,12,7,"3_12_7",31,15,39,5,10,1
"AREA#020031208","020031208",3,12,8,"3_12_8",42,9,33,4,11,1
"AREA#020031209","020031209",3,12,9,"3_12_9",30,10,38,5,15,1
"AREA#020031210","020031210",3,12,10,"3_12_10",25,12,33,4,20,6
"AREA#020031301","020031301",3,13,1,"3_13_1",28,20,30,3,16,4
"AREA#020031302","020031302",3,13,2,"3_13_2",19,10,42,5,19,6
"AREA#020031303","020031303",3,13,3,"3_13_3",32,15,35,6,10,2
"AREA#020031304","020031304",3,13,4,"3_13_4",26,13,32,4,20,5
"AREA#020031305","020031305",3,13,5,"3_13_5",32,12,40,8,9,0
"AREA#020031306","020031306",3,13,6,"3_13_6",27,7,42,7,16,1
"AREA#020031307","020031307",3,13,7,"3_13_7",35,26,30,4,5,0
"AREA#020031308","020031308",3,13,8,"3_13_8",27,9,41,4,17,2
"AREA#020031309","020031309",3,13,9,"3_13_9",38,14,36,5,7,1
"AREA#020031310","020031310",3,13,10,"3_13_10",22,9,41,4,17,7
"AREA#020031311","020031311",3,13,11,"3_13_11",34,13,33,7,12,1
"AREA#020031401","020031401",3,14,1,"3_14_1",18,9,42,7,21,3
"AREA#020031402","020031402",3,14,2,"3_14_2",34,9,37,8,11,1
"AREA#020031403","020031403",3,14,3,"3_14_3",29,15,34,11,11,0
"AREA#020031404","020031404",3,14,4,"3_14_4",29,15,29,9,14,4
"AREA#020031405","020031405",3,14,5,"3_14_5",23,14,30,4,23,5
"AREA#020031406","020031406",3,14,6,"3_14_6",34,19,32,4,9,2
"AREA#020031407","020031407",3,14,7,"3_14_7",29,13,38,6,13,1
"AREA#020031408","020031408",3,14,8,"3_14_8",29,15,33,7,12,3
"AREA#020031409","020031409",3,14,9,"3_14_9",16,12,30,2,37,2
"AREA#020031410","020031410",3,14,10,"3_14_10",33,9,33,3,19,2
"AREA#020031501","020031501",3,15,1,"3_15_1",36,10,35,9,10,0
"AREA#020031502","020031502",3,15,2,"3_15_2",25,13,39,8,15,2
"AREA#020031503","020031503",3,15,3,"3_15_3",28,13,34,10,11,3
"AREA#020031504","020031504",3,15,4,"3_15_4",30,16,35,7,9,3
"AREA#020031505","020031505",3,15,5,"3_15_5",34,9,38,7,11,2
"AREA#020031506","020031506",3,15,6,"3_15_6",28,15,39,7,10,1
"AREA#020031507","020031507",3,15,7,"3_15_7",24,10,40,5,19,3
"AREA#020031508","020031508",3,15,8,"3_15_8",40,14,31,6,8,0
"AREA#020031509","020031509",3,15,9,"3_15_9",40,15,28,7,10,1
"AREA#020031601","020031601",3,16,1,"3_16_1",29,17,34,5,11,3
"AREA#020031602","020031602",3,16,2,"3_16_2",32,17,31,7,10,2
"AREA#020031603","020031603",3,16,3,"3_16_3",26,13,40,5,14,3
"AREA#020031604","020031604",3,16,4,"3_16_4",39,16,28,11,7,0
"AREA#020031605","020031605",3,16,5,"3_16_5",19,9,32,6,28,5
"AREA#020031606","020031606",3,16,6,"3_16_6",23,13,33,7,20,4
"AREA#020031607","020031607",3,16,7,"3_16_7",21,12,32,6,23,5
"AREA#020031608","020031608",3,16,8,"3_16_8",35,9,34,3,17,1
"AREA#020031609","020031609",3,16,9,"3_16_9",31,12,41,7,7,1
"AREA#020031701","020031701",3,17,1,"3_17_1",26,15,32,6,17,4
"AREA#020031702","020031702",3,17,2,"3_17_2",18,18,37,5,17,4
"AREA#020031703","020031703",3,17,3,"3_17_3",30,15,38,6,11,1
"AREA#020031704","020031704",3,17,4,"3_17_4",17,9,31,5,26,13
"AREA#020031705","020031705",3,17,5,"3_17_5",18,12,43,5,18,4
"AREA#020031706","020031706",3,17,6,"3_17_6",24,10,36,6,20,3
"AREA#020031707","020031707",3,17,7,"3_17_7",28,19,34,8,8,2
"AREA#020031708","020031708",3,17,8,"3_17_8",14,14,34,4,28,5
"AREA#020031709","020031709",3,17,9,"3_17_9",21,14,29,5,25,6
"AREA#020031801","020031801",3,18,1,"3_18_1",23,9,33,6,26,3
"AREA#020031802","020031802",3,18,2,"3_18_2",26,8,37,7,18,4
"AREA#020031803","020031803",3,18,3,"3_18_3",34,14,33,8,8,2
"AREA#020031804","020031804",3,18,4,"3_18_4",37,17,35,5,6,1
"AREA#020031805","020031805",3,18,5,"3_18_5",25,19,35,8,11,2
"AREA#020031806","020031806",3,18,6,"3_18_6",21,12,35,10,18,3
"AREA#020031807","020031807",3,18,7,"3_18_7",31,14,35,7,12,1
"AREA#020031808","020031808",3,18,8,"3_18_8",28,11,39,5,14,2
"AREA#020031809","020031809",3,18,9,"3_18_9",29,16,34,7,12,2
"AREA#020031810","020031810",3,18,10,"3_18_10",28,16,36,6,12,2
"AREA#020031811","020031811",3,18,11,"3_18_11",29,14,35,10,10,2
"AREA#020031901","020031901",3,19,1,"3_19_1",30,22,35,6,7,1
"AREA#020031902","020031902",3,19,2,"3_19_2",32,15,36,5,9,3
"AREA#020031903","020031903",3,19,3,"3_19_3",35,17,37,3,6,1
"AREA#020031904","020031904",3,19,4,"3_19_4",26,13,42,7,11,2
"AREA#020031905","020031905",3,19,5,"3_19_5",20,9,38,5,23,5
"AREA#020031906","020031906",3,19,6,"3_19_6",25,12,42,8,12,1
"AREA#020031907","020031907",3,19,7,"3_19_7",24,11,35,7,19,4
"AREA#020031908","020031908",3,19,8,"3_19_8",29,18,31,6,14,2
"AREA#020031909","020031909",3,19,9,"3_19_9",35,13,32,8,10,3
"AREA#020031910","020031910",3,19,10,"3_19_10",28,17,42,3,9,2
"AREA#020032001","020032001",3,20,1,"3_20_1",23,8,47,2,16,3
"AREA#020032002","020032002",3,20,2,"3_20_2",37,15,33,4,10,2
"AREA#020032003","020032003",3,20,3,"3_20_3",37,10,37,4,11,2
"AREA#020032004","020032004",3,20,4,"3_20_4",35,15,32,6,11,1
"AREA#020032005","020032005",3,20,5,"3_20_5",32,20,35,5,6,1
"AREA#020032006","020032006",3,20,6,"3_20_6",16,12,41,9,17,5
"AREA#020032007","020032007",3,20,7,"3_20_7",32,19,33,7,8,1
"AREA#020032008","020032008",3,20,8,"3_20_8",21,5,39,7,22,6
"AREA#020032009","020032009",3,20,9,"3_20_9",34,18,30,6,11,1
"AREA#020032010","020032010",3,20,10,"3_20_10",28,15,37,7,12,2
"AREA#020032011","020032011",3,20,11,"3_20_11",43,14,30,5,8,0
"AREA#020032101","020032101",3,21,1,"3_21_1",32,21,35,5,7,0
"AREA#020032102","020032102",3,21,2,"3_21_2",30,23,35,6,5,1
"AREA#020032103","020032103",3,21,3,"3_21_3",27,16,38,6,13,1
"AREA#020032104","020032104",3,21,4,"3_21_4",35,16,33,4,9,2
